NAME_CN,SCIENTIFIC_NAME
雲南輪環藤,Cyclea meeboldii Diels
铁藤,Cyclea polypetala Dunn
鐵藤,Cyclea polypetala Dunn
峨眉轮环藤,Cyclea racemosa f. emeiensis Lo et S. Y. Zhao
峨眉輪環藤,Cyclea racemosa f. emeiensis Lo et S. Y. Zhao
轮环藤,Cyclea racemosa Oliv.
輪環藤,Cyclea racemosa Oliv.
四川轮环藤,Cyclea sutchuenensis Gagnep.
四川輪環藤,Cyclea sutchuenensis Gagnep.
南轮环藤,Cyclea tonkinensis Gagnep.
南輪環藤,Cyclea tonkinensis Gagnep.
西南轮环藤,Cyclea wattii Diels
西南輪環藤,Cyclea wattii Diels
青冈属,Cyclobalanopsis
青岡屬,Cyclobalanopsis
白枝青冈,Cyclobalanopsis albicaulis (Chun et Ko) Y. C. Hsu et H. W. Jen
白枝青岡,Cyclobalanopsis albicaulis (Chun et Ko) Y. C. Hsu et H. W. Jen
环青冈,Cyclobalanopsis annulata (Smith) Oerst.
環青岡,Cyclobalanopsis annulata (Smith) Oerst.
贵州青冈,Cyclobalanopsis argyrotricha (A. Camus) Chun et Y. T. Chang ex Y. C. Hsu et H. W. Jen
貴州青岡,Cyclobalanopsis argyrotricha (A. Camus) Chun et Y. T. Chang ex Y. C. Hsu et H. W. Jen
窄叶青冈,Cyclobalanopsis augustinii (Skan) Schott.
窄葉青岡,Cyclobalanopsis augustinii (Skan) Schott.
越南青冈,Cyclobalanopsis austrocochinchinensis (Hick. et A. Camus) Hjelmq.
越南青岡,Cyclobalanopsis austrocochinchinensis (Hick. et A. Camus) Hjelmq.
滇南青冈,Cyclobalanopsis austroglauca Y. T. Chang
滇南青岡,Cyclobalanopsis austroglauca Y. T. Chang
竹叶青冈,Cyclobalanopsis neglecta Schottky
竹葉青岡,Cyclobalanopsis neglecta Schottky
槟榔青冈,Cyclobalanopsis bella (Chun et Tsiang) Chun ex Y. C. Hsu et H. W. Jen
檳榔青岡,Cyclobalanopsis bella (Chun et Tsiang) Chun ex Y. C. Hsu et H. W. Jen
栎子青冈,Cyclobalanopsis blakei (Skan) Schott.
櫟子青岡,Cyclobalanopsis blakei (Skan) Schott.
短星毛青冈,Cyclobalanopsis breviradiata Cheng
短星毛青岡,Cyclobalanopsis breviradiata Cheng
法斗青冈,Cyclobalanopsis camusae (Trel. ex Hick. et A. Camus) Y. C. Hsu et H. W. Jen
法鬥青岡,Cyclobalanopsis camusae (Trel. ex Hick. et A. Camus) Y. C. Hsu et H. W. Jen
岭南青冈,Cyclobalanopsis champinonii (Benth.) Oerst.
嶺南青岡,Cyclobalanopsis champinonii (Benth.) Oerst.
扁果青冈,Cyclobalanopsis chapensis (Hick. et A. Camus) Y. C. Hsu et H. W. Jen
扁果青岡,Cyclobalanopsis chapensis (Hick. et A. Camus) Y. C. Hsu et H. W. Jen
黑果青冈,Cyclobalanopsis chevalieri (Hick. et A. Camus) Y. C. Hsu et H. W. Jen
黑果青岡,Cyclobalanopsis chevalieri (Hick. et A. Camus) Y. C. Hsu et H. W. Jen
毛斗青冈,Cyclobalanopsis chrysocalyx (Hick. et A. Camus) Hjelmq.
毛鬥青岡,Cyclobalanopsis chrysocalyx (Hick. et A. Camus) Hjelmq.
福建青冈,Cyclobalanopsis chungii (Metc.) Y. C. Hsu et H. W. Jen ex Q. F. Zheng
福建青岡,Cyclobalanopsis chungii (Metc.) Y. C. Hsu et H. W. Jen ex Q. F. Zheng
大明山青冈,Cyclobalanopsis daimingshanensis S. Lee
大明山青岡,Cyclobalanopsis daimingshanensis S. Lee
黄毛青冈,Cyclobalanopsis delavayi (Franch.) Schott.
黃毛青岡,Cyclobalanopsis delavayi (Franch.) Schott.
上思青冈,Cyclobalanopsis delicatula (Chun et Tsiang) Y. C. Hsu et H. W. Jen
上思青岡,Cyclobalanopsis delicatula (Chun et Tsiang) Y. C. Hsu et H. W. Jen
鼎湖青冈,Cyclobalanopsis dinghuensis (Huang) Y. C. Hsu et H. W. Jen
鼎湖青岡,Cyclobalanopsis dinghuensis (Huang) Y. C. Hsu et H. W. Jen
碟斗青冈,Cyclobalanopsis disciformis (Chun et Tsiang) Y. C. Hsu et H. W. Jen
碟鬥青岡,Cyclobalanopsis disciformis (Chun et Tsiang) Y. C. Hsu et H. W. Jen
华南青冈,Cyclobalanopsis edithae (Skan) Schott.
華南青岡,Cyclobalanopsis edithae (Skan) Schott.
突脉青冈,Cyclobalanopsis elevaticostata Q. F. Zheng
突脈青岡,Cyclobalanopsis elevaticostata Q. F. Zheng
饭甑青冈,Cyclobalanopsis fleuryi (Hick. et A. Camus) Chun ex Q. F. Zheng
飯甑青岡,Cyclobalanopsis fleuryi (Hick. et A. Camus) Chun ex Q. F. Zheng
黄枝青冈,Cyclobalanopsis fulvisericeus Y. C. Hsu et D. M. Wang
黃枝青岡,Cyclobalanopsis fulvisericeus Y. C. Hsu et D. M. Wang
毛曼青冈,Cyclobalanopsis gambleana (A. Camus) Y. C. Hsu et H. W. Jen
毛曼青岡,Cyclobalanopsis gambleana (A. Camus) Y. C. Hsu et H. W. Jen
赤皮青冈,Cyclobalanopsis gilva (Blume) Oerst.
赤皮青岡,Cyclobalanopsis gilva (Blume) Oerst.
青冈,Cyclobalanopsis glauca (Thunb.) Oerst.
青岡,Cyclobalanopsis glauca (Thunb.) Oerst.
滇青冈,Cyclobalanopsis glaucoides Schott.
滇青岡,Cyclobalanopsis glaucoides Schott.
细叶青冈,Cyclobalanopsis gracilis (Rehd. et Wils.) Cheng et T. Hong
細葉青岡,Cyclobalanopsis gracilis (Rehd. et Wils.) Cheng et T. Hong
毛枝青冈,Cyclobalanopsis helferiana (A. DC.) Oerst.
毛枝青岡,Cyclobalanopsis helferiana (A. DC.) Oerst.
雷公青冈,Cyclobalanopsis hui (Chun) Chun ex Y. C. Hsu et H. W. Jen
雷公青岡,Cyclobalanopsis hui (Chun) Chun ex Y. C. Hsu et H. W. Jen
绒毛青冈,Cyclobalanopsis hypophaea (Hayata) Kudo
絨毛青岡,Cyclobalanopsis hypophaea (Hayata) Kudo
大叶青冈,Cyclobalanopsis jenseniana (Hand.-Mazz.) Cheng et T. Hong
大葉青岡,Cyclobalanopsis jenseniana (Hand.-Mazz.) Cheng et T. Hong
金平青冈,Cyclobalanopsis jinpinensis Y. C. Hsu et H. W. Jen
金平青岡,Cyclobalanopsis jinpinensis Y. C. Hsu et H. W. Jen
毛叶青冈,Cyclobalanopsis kerrii (Craib) Hu
毛葉青岡,Cyclobalanopsis kerrii (Craib) Hu
俅江青冈,Cyclobalanopsis kiukiangensis Y. T. Chang
俅江青岡,Cyclobalanopsis kiukiangensis Y. T. Chang
薄叶青冈,Cyclobalanopsis kontumensis (A. Camus) Y. C. Hsu et H. W. Jen ex Y. T. Chang
薄葉青岡,Cyclobalanopsis kontumensis (A. Camus) Y. C. Hsu et H. W. Jen ex Y. T. Chang
广西青冈,Cyclobalanopsis kouangsiensis (A. Camus) Y. C. Hsu et H. W. Jen
廣西青岡,Cyclobalanopsis kouangsiensis (A. Camus) Y. C. Hsu et H. W. Jen
薄片青冈,Cyclobalanopsis lamellosa (Smith) Oerst.
薄片青岡,Cyclobalanopsis lamellosa (Smith) Oerst.
尖峰青冈,Cyclobalanopsis litoralis Chun et Tam ex Y. C. Hsu et H. W. Jen
尖峰青岡,Cyclobalanopsis litoralis Chun et Tam ex Y. C. Hsu et H. W. Jen
木姜叶青冈,Cyclobalanopsis litseoides (Dunn) Schott.
木薑葉青岡,Cyclobalanopsis litseoides (Dunn) Schott.
木姜葉青岡,Cyclobalanopsis litseoides (Dunn) Schott.
滇西青冈,Cyclobalanopsis lobbii (Etting.) Y. C. Hsu et H. W. Jen
滇西青岡,Cyclobalanopsis lobbii (Etting.) Y. C. Hsu et H. W. Jen
長葉青岡,Cyclobalanopsis longifolia Y. C. Hsu et Q. Z. Dong
长叶青冈,Cyclobalanopsis longifolia Y. C. Hsu et Q. Z. Dong
長果青岡,Cyclobalanopsis longinux (Hayata) Schott.
长果青冈,Cyclobalanopsis longinux (Hayata) Schott.
无粉锥果栎,Cyclobalanopsis longinux var. kuoi Liao
無粉錐果櫟,Cyclobalanopsis longinux var. kuoi Liao
龙迈青冈,Cyclobalanopsis lungmaiensis Hu
龍邁青岡,Cyclobalanopsis lungmaiensis Hu
梅花山青冈,Cyclobalanopsis meihuashanensis Q. F. Zheng
梅花山青岡,Cyclobalanopsis meihuashanensis Q. F. Zheng
台湾青冈,Cyclobalanopsis morii (Hayata) Schott.
臺灣青岡,Cyclobalanopsis morii (Hayata) Schott.
墨脫青岡,Cyclobalanopsis motuoensis (Huang) Y. C. Hsu et H. W. Jen
墨脱青冈,Cyclobalanopsis motuoensis (Huang) Y. C. Hsu et H. W. Jen
多脉青冈,Cyclobalanopsis multinervis Cheng et T. Hong
多脈青岡,Cyclobalanopsis multinervis Cheng et T. Hong
小叶青冈,Cyclobalanopsis myrsinaefolia (Blume) Oerst.
小葉青岡,Cyclobalanopsis myrsinaefolia (Blume) Oerst.
宁冈青冈,Cyclobalanopsis ningangensis Cheng et Y. C. Hsu
寧岡青岡,Cyclobalanopsis ningangensis Cheng et Y. C. Hsu
倒卵叶青冈,Cyclobalanopsis obovatifolia (Huang) Q. F. Zheng
倒卵葉青岡,Cyclobalanopsis obovatifolia (Huang) Q. F. Zheng
曼青冈,Cyclobalanopsis oxyodon (Miq.) Oerst.
曼青岡,Cyclobalanopsis oxyodon (Miq.) Oerst.
毛果青冈,Cyclobalanopsis pachyloma (Seem.) Schott.
毛果青岡,Cyclobalanopsis pachyloma (Seem.) Schott.
睦边青冈,Cyclobalanopsis pachyloma var. mubianensis Y. C. Hsu et H. W. Jen
睦邊青岡,Cyclobalanopsis pachyloma var. mubianensis Y. C. Hsu et H. W. Jen
托盘青冈,Cyclobalanopsis patelliformis (Chun) Y. C. Hsu et H. W. Jen
託盤青岡,Cyclobalanopsis patelliformis (Chun) Y. C. Hsu et H. W. Jen
托盤青岡,Cyclobalanopsis patelliformis (Chun) Y. C. Hsu et H. W. Jen
五环青冈,Cyclobalanopsis pentacycla (Y. T. Chang) Y. T. Chang
五環青岡,Cyclobalanopsis pentacycla (Y. T. Chang) Y. T. Chang
亮叶青冈,Cyclobalanopsis phanera (Chun) Y. C. Hsu et H. W. Jen
亮葉青岡,Cyclobalanopsis phanera (Chun) Y. C. Hsu et H. W. Jen
屏边青冈,Cyclobalanopsis pinbianensis Y. C. Hsu et H. W. Jen
屏邊青岡,Cyclobalanopsis pinbianensis Y. C. Hsu et H. W. Jen
黄背青冈,Cyclobalanopsis poilanei (Hick. et A. Camus) Hjelmq.
黃背青岡,Cyclobalanopsis poilanei (Hick. et A. Camus) Hjelmq.
長葉粉背青岡,Cyclobalanopsis pseudoglauca Y. K. Li et X. M. Wang
长叶粉背青冈,Cyclobalanopsis pseudoglauca Y. K. Li et X. M. Wang
大果青冈,Cyclobalanopsis rex (Hemsl.) Schott.
大果青岡,Cyclobalanopsis rex (Hemsl.) Schott.
无齿青冈,Cyclobalanopsis semiserratoides Y. C. Hsu et H. W. Jen
無齒青岡,Cyclobalanopsis semiserratoides Y. C. Hsu et H. W. Jen
云山青冈,Cyclobalanopsis sessilifolia (Blume) Schott.
雲山青岡,Cyclobalanopsis sessilifolia (Blume) Schott.
神农青冈,Cyclobalanopsis shennongii (Huang et Fu) Y. C. Hsu et H. W. Jen
神農青岡,Cyclobalanopsis shennongii (Huang et Fu) Y. C. Hsu et H. W. Jen
西畴青冈,Cyclobalanopsis sichourensis Hu
西疇青岡,Cyclobalanopsis sichourensis Hu
台湾窄叶青冈,Cyclobalanopsis stenophylloides (Hayata) Kudo et Masamune
臺灣窄葉青岡,Cyclobalanopsis stenophylloides (Hayata) Kudo et Masamune
褐叶青冈,Cyclobalanopsis stewardiana (A. Camus) Y. C. Hsu et H. W. Jen
褐葉青岡,Cyclobalanopsis stewardiana (A. Camus) Y. C. Hsu et H. W. Jen
長尾青岡,Cyclobalanopsis stewardiana var. longicaudata Y. C. Hsu et al.
长尾青冈,Cyclobalanopsis stewardiana var. longicaudata Y. C. Hsu et al.
鹿茸青冈,Cyclobalanopsis subhinoides (Chun et Ko) Y. C. Hsu et H. W. Jen ex Y. T. Chang
鹿茸青岡,Cyclobalanopsis subhinoides (Chun et Ko) Y. C. Hsu et H. W. Jen ex Y. T. Chang
薄斗青冈,Cyclobalanopsis tenuicupula Y. C. Hsu et H. W. Jen
薄鬥青岡,Cyclobalanopsis tenuicupula Y. C. Hsu et H. W. Jen
厚缘青冈,Cyclobalanopsis thorelii (Hick. et A. Camus) Hu
厚緣青岡,Cyclobalanopsis thorelii (Hick. et A. Camus) Hu
吊罗山青冈,Cyclobalanopsis tiaoloshanica (Chun et Ko) Y. C. Hsu et H. W. Jen
吊羅山青岡,Cyclobalanopsis tiaoloshanica (Chun et Ko) Y. C. Hsu et H. W. Jen
毛脉青冈,Cyclobalanopsis tomentosinervis Y. C. Hsu et H. W. Jen
毛脈青岡,Cyclobalanopsis tomentosinervis Y. C. Hsu et H. W. Jen
思茅青冈,Cyclobalanopsis xanthotricha (A. Camus) Y. C. Hsu et H. W. Jen
思茅青岡,Cyclobalanopsis xanthotricha (A. Camus) Y. C. Hsu et H. W. Jen
西藏青冈,Cyclobalanopsis xizangensis Y. C. Hsu et H. W. Jen
西藏青岡,Cyclobalanopsis xizangensis Y. C. Hsu et H. W. Jen
盈江青冈,Cyclobalanopsis yingjiangensis Y. C. Hsu et Q. Z. Dong
盈江青岡,Cyclobalanopsis yingjiangensis Y. C. Hsu et Q. Z. Dong
永安青冈,Cyclobalanopsis yonganensis (L. Lin et Huang) Y. C. Hsu et H. W. Jen
永安青岡,Cyclobalanopsis yonganensis (L. Lin et Huang) Y. C. Hsu et H. W. Jen
青钱柳属,Cyclocarya
青錢柳屬,Cyclocarya
青钱柳,Cyclocarya paliurus (Batal.) Iljinsk.
青錢柳,Cyclocarya paliurus (Batal.) Iljinsk.
钩毛蕨属,Cyclogramma
鉤毛蕨屬,Cyclogramma
耳羽钩毛蕨,Cyclogramma auriculata (J. Sm.) Ching
耳羽鉤毛蕨,Cyclogramma auriculata (J. Sm.) Ching
焕镛钩毛蕨,Cyclogramma chunii (Ching) Tagawa
煥鏞鉤毛蕨,Cyclogramma chunii (Ching) Tagawa
无量山钩毛蕨,Cyclogramma costularisora Ching
無量山鉤毛蕨,Cyclogramma costularisora Ching
小叶钩毛蕨,Cyclogramma flexilis (Christ) Tagawa
小葉鉤毛蕨,Cyclogramma flexilis (Christ) Tagawa
狭基钩毛蕨,Cyclogramma leveillei (Christ) Ching
狹基鉤毛蕨,Cyclogramma leveillei (Christ) Ching
马关钩毛蕨,Cyclogramma maguanensis Ching
馬關鉤毛蕨,Cyclogramma maguanensis Ching
滇东钩毛蕨,Cyclogramma neoauriculata (Ching) Tagawa
滇東鉤毛蕨,Cyclogramma neoauriculata (Ching) Tagawa
峨眉钩毛蕨,Cyclogramma omeiensis (Bak.) Tagawa
峨眉鉤毛蕨,Cyclogramma omeiensis (Bak.) Tagawa
西藏钩毛蕨,Cyclogramma tibetica Ching et S. K. Wu
西藏鉤毛蕨,Cyclogramma tibetica Ching et S. K. Wu
拟贯众,Cyclopeltis crenata (Fee) C. Chr.
擬貫眾,Cyclopeltis crenata (Fee) C. Chr.
环根芹属,Cyclorhiza
環根芹屬,Cyclorhiza
南竹叶环根芹,Cyclorhiza major (Sheh et Shan) Sheh
南竹葉環根芹,Cyclorhiza major (Sheh et Shan) Sheh
环根芹,Cyclorhiza waltonii (Wolff) Sheh et Shan
環根芹,Cyclorhiza waltonii (Wolff) Sheh et Shan
毛蕨属,Cyclosorus
毛蕨屬,Cyclosorus
缩羽毛蕨,Cyclosorus abbreviatus Ching et Shing ex Shing et J. F. Cheng
縮羽毛蕨,Cyclosorus abbreviatus Ching et Shing ex Shing et J. F. Cheng
渐尖毛蕨,Cyclosorus acuminatus (Houtt.) Nakai
漸尖毛蕨,Cyclosorus acuminatus (Houtt.) Nakai
锐片毛蕨,Cyclosorus acutilobus Ching
銳片毛蕨,Cyclosorus acutilobus Ching
锐尖毛蕨,Cyclosorus acutissimus Ching ex Shing et J. F. Cheng
銳尖毛蕨,Cyclosorus acutissimus Ching ex Shing et J. F. Cheng
线羽毛蕨,Cyclosorus angustipinnus (Ching) Shing
線羽毛蕨,Cyclosorus angustipinnus (Ching) Shing
狭羽毛蕨,Cyclosorus angustus Ching
狹羽毛蕨,Cyclosorus angustus Ching
干旱毛蕨,Cyclosorus aridus (Don) Tagawa
幹旱毛蕨,Cyclosorus aridus (Don) Tagawa
下延毛蕨,Cyclosorus attenuatus Ching
金腺毛蕨,Cyclosorus aureoglandulosus Ching et Shing ex Ching et C. F. Zhang
百色毛蕨,Cyclosorus baiseensis Ching ex Shing
短柄毛蕨,Cyclosorus brevipes Ching
多耳毛蕨,Cyclosorus caii Ching
三合毛蕨,Cyclosorus calvescens Ching
苍南毛蕨,Cyclosorus cangnanensis Shing et C. F. Zhang
蒼南毛蕨,Cyclosorus cangnanensis Shing et C. F. Zhang
草山金星蕨,Cyclosorus caoshanensis Ching
程氏毛蕨,Cyclosorus chengii Ching ex Shing
秦氏毛蕨,Cyclosorus chingii Z. Y. Liu ex Ching et Z. Y. Liu
慈利毛蕨,Cyclosorus ciliensis Shing
棒腺毛蕨,Cyclosorus clavatus Shing
狭缩毛蕨,Cyclosorus contractus Ching
狹縮毛蕨,Cyclosorus contractus Ching
鳞柄毛蕨,Cyclosorus crinipes (Hook.) Ching
鱗柄毛蕨,Cyclosorus crinipes (Hook.) Ching
狭基毛蕨,Cyclosorus cuneatus Ching
狹基毛蕨,Cyclosorus cuneatus Ching
大明山毛蕨,Cyclosorus damingshanensis Ching
光盖毛蕨,Cyclosorus decipiens Ching
光蓋毛蕨,Cyclosorus decipiens Ching
德化毛蕨,Cyclosorus dehuaensis Ching et Shing
密羽毛蕨,Cyclosorus densissimus Ching
齿牙毛蕨,Cyclosorus dentatus (Forssk.) Ching
齒牙毛蕨,Cyclosorus dentatus (Forssk.) Ching
疏羽毛蕨,Cyclosorus dissitus Ching
独龙江毛蕨,Cyclosorus dulongjiangensis W. M. Chu
獨龍江毛蕨,Cyclosorus dulongjiangensis W. M. Chu
商株毛蕨,Cyclosorus elatus Ching
高株毛蕨,Cyclosorus elatus Ching ex Shing
广叶毛蕨,Cyclosorus ensifer (Tagawa) Shieh.
廣葉毛蕨,Cyclosorus ensifer (Tagawa) Shieh.
河池毛蕨,Cyclosorus euphlebius Ching
展羽毛蕨,Cyclosorus evolutus (Bedd.) Ching
高大毛蕨,Cyclosorus excelsior Ching et Shing
平基毛蕨,Cyclosorus flaccidus Ching et Z. Y. Liu
梣叶毛蕨,Cyclosorus fraxinifolius Ching
梣葉毛蕨,Cyclosorus fraxinifolius Ching
福建毛蕨,Cyclosorus fukienensis Ching
高雄毛蕨,Cyclosorus gaoxiongensis Ching
光叶毛蕨,Cyclosorus glabrescens Ching
光葉毛蕨,Cyclosorus glabrescens Ching
大毛蕨,Cyclosorus grandissimus Ching et Shing
粗齿毛蕨,Cyclosorus grossodentatus Ching ex Shing
粗齒毛蕨,Cyclosorus grossodentatus Ching ex Shing
海南毛蕨,Cyclosorus hainanensis Ching
异果毛蕨,Cyclosorus heterocarpus (Bl.) Ching
異果毛蕨,Cyclosorus heterocarpus (Bl.) Ching
毛脚毛蕨,Cyclosorus hirtipes Shing et C. F. Zhang
毛腳毛蕨,Cyclosorus hirtipes Shing et C. F. Zhang
毛囊毛蕨,Cyclosorus hirtisorus (C. Chr.) Ching
河口毛蕨,Cyclosorus hokouensis Ching
学煜毛蕨,Cyclosorus houi Ching
學煜毛蕨,Cyclosorus houi Ching
毛蕨,Cyclosorus interruptus (Willd.) H. Ito
闽台毛蕨,Cyclosorus jaculosus (Christ) H. Ito
閩臺毛蕨,Cyclosorus jaculosus (Christ) H. Ito
景洪毛蕨,Cyclosorus jinghongensis Ching
九龙山毛蕨,Cyclosorus jiulongshanensis Chiu et Yao ex Ching
九龍山毛蕨,Cyclosorus jiulongshanensis Chiu et Yao ex Ching
夔州毛蕨,Cyclosorus kuizhouensis Shing
细柄毛蕨,Cyclosorus kuliangensis (Ching) Shing
細柄毛蕨,Cyclosorus kuliangensis (Ching) Shing
贵州毛蕨,Cyclosorus kweichowensis Ching
貴州毛蕨,Cyclosorus kweichowensis Ching
宽羽毛蕨,Cyclosorus latipinnus (Benth.) Tard.-Blot
寬羽毛蕨,Cyclosorus latipinnus (Benth.) Tard.-Blot
心祁毛蕨,Cyclosorus laui Ching
雷波毛蕨,Cyclosorus leipoensis Ching et H. S. Kung
龙栖山毛蕨,Cyclosorus longqishanensis Shing
龍棲山毛蕨,Cyclosorus longqishanensis Shing
阔羽毛蕨,Cyclosorus macrophyllus Ching et Z. Y. Liu
闊羽毛蕨,Cyclosorus macrophyllus Ching et Z. Y. Liu
墨脱毛蕨,Cyclosorus medogensis Ching et S. K. Wu
墨脫毛蕨,Cyclosorus medogensis Ching et S. K. Wu
临沧毛蕨,Cyclosorus megongensis Ching ex Shing
臨滄毛蕨,Cyclosorus megongensis Ching ex Shing
多网眼毛蕨,Cyclosorus mollissimus Ching ex Shing
多網眼毛蕨,Cyclosorus mollissimus Ching ex Shing
美丽毛蕨,Cyclosorus molliusculus (Wall. ex Kuhn) Ching
美麗毛蕨,Cyclosorus molliusculus (Wall. ex Kuhn) Ching
多囊毛蕨,Cyclosorus multisorus Ching ex Shing
南川毛蕨,Cyclosorus nanchuanensis Ching et Z. Y. Liu
南岭毛蕨,Cyclosorus nanlingensis Ching ex Shing et J. F. Cheng
南嶺毛蕨,Cyclosorus nanlingensis Ching ex Shing et J. F. Cheng
南平毛蕨,Cyclosorus nanpingensis Ching
南溪毛蕨,Cyclosorus nanxiensis Ching ex Shing
黑叶毛蕨,Cyclosorus nigrescens Ching
黑葉毛蕨,Cyclosorus nigrescens Ching
倒披针毛蕨,Cyclosorus oblanceolatus Shing et C. F. Zhang
倒披針毛蕨,Cyclosorus oblanceolatus Shing et C. F. Zhang
峨眉毛蕨,Cyclosorus omeigensis Ching
对羽毛蕨,Cyclosorus oppositipinnus Ching et Z. Y. Liu
對羽毛蕨,Cyclosorus oppositipinnus Ching et Z. Y. Liu
对生毛蕨,Cyclosorus oppositus Ching
對生毛蕨,Cyclosorus oppositus Ching
腺脉毛蕨,Cyclosorus opulentus (Kaulf.) Nakai
腺脈毛蕨,Cyclosorus opulentus (Kaulf.) Nakai
东方毛蕨,Cyclosorus orientalis Ching
東方毛蕨,Cyclosorus orientalis Ching
蝶状毛蕨,Cyclosorus papilio (Hope) Ching
蝶狀毛蕨,Cyclosorus papilio (Hope) Ching
蝶羽毛蕨,Cyclosorus papilionaceus Shing et C. F. Zhang
宽顶毛蕨,Cyclosorus paracuminatus Ching ex Shing et J. F. Cheng
寬頂毛蕨,Cyclosorus paracuminatus Ching ex Shing et J. F. Cheng
曲轴毛蕨,Cyclosorus paradentatus Ching ex Shing
曲軸毛蕨,Cyclosorus paradentatus Ching ex Shing
长尾毛蕨,Cyclosorus paralatipinnus Ching ex Shing
長尾毛蕨,Cyclosorus paralatipinnus Ching ex Shing
岳麓山毛蕨,Cyclosorus pararidus Ching ex Shing
嶽麓山毛蕨,Cyclosorus pararidus Ching ex Shing
华南毛蕨,Cyclosorus parasiticus (L.) Farwell.
華南毛蕨,Cyclosorus parasiticus (L.) Farwell.
小叶毛蕨,Cyclosorus parvifolius Ching
小葉毛蕨,Cyclosorus parvifolius Ching
龙胜毛蕨,Cyclosorus parvilobus Ching et Shing
龍勝毛蕨,Cyclosorus parvilobus Ching et Shing
少羽毛蕨,Cyclosorus paucipinnus Ching et C. F. Zhang
齿片毛蕨,Cyclosorus pauciserratus Ching et C. F. Zhang
齒片毛蕨,Cyclosorus pauciserratus Ching et C. F. Zhang
屏山毛蕨,Cyclosorus pingshanensis Ching et H. H. Kung
无腺毛蕨,Cyclosorus procurrens (Mett.) Ching
無腺毛蕨,Cyclosorus procurrens (Mett.) Ching
兰屿大叶毛蕨,Cyclosorus productus (Kaulf.) Ching
蘭嶼大葉毛蕨,Cyclosorus productus (Kaulf.) Ching
越北毛蕨,Cyclosorus proximus Ching et C. H. Wang
假干旱毛蕨,Cyclosorus pseudoaridus Ching
假幹旱毛蕨,Cyclosorus pseudoaridus Ching
楔形毛蕨,Cyclosorus pseudocuneatus Ching ex Shing
狭叶毛蕨,Cyclosorus pumilis Ching ex Shing
狹葉毛蕨,Cyclosorus pumilis Ching ex Shing
矮毛蕨,Cyclosorus pygmaeus Ching et C. F. Zhang
石生毛蕨,Cyclosorus rupicola Ching
三都毛蕨,Cyclosorus sanduensis Shing et P. S. Wang
沙坪坝毛蕨,Cyclosorus sapingbaensis Ching ex Shing
沙坪壩毛蕨,Cyclosorus sapingbaensis Ching ex Shing
糙叶毛蕨,Cyclosorus scaberulus Ching
糙葉毛蕨,Cyclosorus scaberulus Ching
石门毛蕨,Cyclosorus simenensis Shing et C. M. Zhang
石門毛蕨,Cyclosorus simenensis Shing et C. M. Zhang
同羽毛蕨,Cyclosorus simillimus Ching ex Shing
拟渐尖毛蕨,Cyclosorus sinoacuminatus Ching et Z. Y. Liu
擬漸尖毛蕨,Cyclosorus sinoacuminatus Ching et Z. Y. Liu
中华齿状毛蕨,Cyclosorus sinodentatus Ching et Z. Y. Liu
中華齒狀毛蕨,Cyclosorus sinodentatus Ching et Z. Y. Liu
疏囊毛蕨,Cyclosorus sparsisorus Ching ex Shing
狭脚毛蕨,Cyclosorus stenopes Ching et Shing ex Shing
狹腳毛蕨,Cyclosorus stenopes Ching et Shing ex Shing
假渐尖毛蕨,Cyclosorus subacuminatus Ching ex Shing et J. F. Cheng
假漸尖毛蕨,Cyclosorus subacuminatus Ching ex Shing et J. F. Cheng
短尖毛蕨,Cyclosorus subacutus Ching
坚叶毛蕨,Cyclosorus subcoriaceus Ching ex Shing
堅葉毛蕨,Cyclosorus subcoriaceus Ching ex Shing
巨型毛蕨,Cyclosorus subelatus (Bak.) Ching
万金毛蕨,Cyclosorus subnamburensis Ching ex Shing
萬金毛蕨,Cyclosorus subnamburensis Ching ex Shing
台湾毛蕨,Cyclosorus taiwanensis (C. Chr.) H. Ito
臺灣毛蕨,Cyclosorus taiwanensis (C. Chr.) H. Ito
泰宁毛蕨,Cyclosorus tarningensis Ching
泰寧毛蕨,Cyclosorus tarningensis Ching
顶育毛蕨,Cyclosorus terminans (Hook.) Shing
頂育毛蕨,Cyclosorus terminans (Hook.) Shing
河边毛蕨,Cyclosorus transitorius Ching ex Shing
河邊毛蕨,Cyclosorus transitorius Ching ex Shing
截裂毛蕨,Cyclosorus truncatus (Poir.) Farwell
黄志毛蕨,Cyclosorus wangii Ching
黃誌毛蕨,Cyclosorus wangii Ching
望谟毛蕨,Cyclosorus wangmoensis Shing et P. S. Wang
望謨毛蕨,Cyclosorus wangmoensis Shing et P. S. Wang
温州毛蕨,Cyclosorus wenzhouensis Shing et C. F. Zhang
溫州毛蕨,Cyclosorus wenzhouensis Shing et C. F. Zhang
武陵毛蕨,Cyclosorus wulingshanensis C. M. Zhang
